                           TEXT FILE ANALYSIS REPORT
                           Generated: 2025-03-26 11:59:16
Folder: /Users/muzammilmohammad/Desktop/CA chatbot/cleaned_data_1

+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------+------------------------------+----------------------------------+--------------------------------------+
| FILENAME                                                                                                                                                |    LINES |    WORDS | CHARS (TOTAL) | CHARS (NO SPACES) |
| incometaxindia.gov.in_Pages_right-to-information.aspx.txt                                                                                               |     1046 |    13512 |        99355 |            86302 |
| www.incometax.gov.in_iec_foportal_help_e-filing-use-dashboard-and-worklist-faq.txt                                                                      |      637 |    15158 |       105188 |            90344 |
| www.incometax.gov.in_iec_foportal_help_all-topics_mobile-app.txt                                                                                        |      642 |     9521 |        69718 |            60491 |
| www.incometax.gov.in_iec_foportal_help_all-topics_co-browser-faqs.txt                                                                                   |      635 |    17149 |       116269 |            99432 |
| incometaxindia.gov.in_Pages_tax-services_status-of-tan.aspx.txt                                                                                         |      888 |     9502 |        71248 |            62071 |
| www.incometax.gov.in_iec_foportal_help_e-filing-vault-higher-security.txt                                                                               |      694 |    10647 |        76638 |            66331 |
| incometaxindia.gov.in_Pages_utilities_index.aspx?c=7.txt                                                                                                |     1093 |    15144 |       112150 |            97504 |
| incometaxindia.gov.in_Pages_i-am_tax-collector.aspx?k=Payment%20of%20TCS.txt                                                                            |      977 |    10589 |        79170 |            69007 |
| incometaxindia.gov.in_Pages_i-am_firm.aspx?k=Tax%20Payment.txt                                                                                          |     1177 |    16797 |       120467 |           104219 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form15cc-faq.txt                                                                    |      604 |    11275 |        78746 |            67752 |
| incometaxindia.gov.in_Pages_i-am_tax-deductor.aspx.txt                                                                                                  |     1155 |    15939 |       115195 |            99792 |
| www.incometax.gov.in_iec_foportal_help_how-to-view-filed-forms.txt                                                                                      |      633 |    10876 |        75973 |            65387 |
| incometaxindia.gov.in_Pages_i-am_non-resident.aspx?k.txt                                                                                                |     1188 |    17317 |       127049 |           110289 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+interest+under+section+234A%2c+234B%2c+234C+and+234D&c=0.txt                                            |     1062 |    12551 |        92414 |            80300 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=15.txt                                                        |     1059 |    12414 |        91685 |            79721 |
| incometaxindia.gov.in_Pages_utilities_Authorities-For-Disclosure-Of-Information.aspx.txt                                                                |     1121 |    16563 |       121618 |           105425 |
| www.incometax.gov.in_iec_foportal_help_how-to-know-the-itr-status.txt                                                                                   |      693 |    11197 |        79346 |            68493 |
| www.incometax.gov.in_iec_foportal_help_company_return-applicable-0.txt                                                                                  |     1608 |    18306 |       122063 |           104867 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+interest+under+section+234A%2c+234B%2c+234C+and+234D&c=1.txt                                            |     1062 |    12551 |        92406 |            80292 |
| incometaxindia.gov.in_Pages_utilities_Notified-Place-of-Worship.aspx.txt                                                                                |     1126 |    16203 |       118055 |           102244 |
| incometaxindia.gov.in_Pages_utilities_index.aspx?c=6.txt                                                                                                |     1093 |    15144 |       112150 |            97504 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_returns-forms-applicable-to-me.txt                                               |      626 |    13333 |        92105 |            79075 |
| www.incometax.gov.in_iec_foportal_help_ca_servicesavailable.txt                                                                                         |      603 |     9000 |        65989 |            57256 |
| www.incometax.gov.in_iec_foportal_help_how-to-file-itr2-form.txt                                                                                        |     1543 |    18502 |       121872 |           104441 |
| incometaxindia.gov.in_Pages_charts-and-tables.aspx?c=2.txt                                                                                              |     1136 |    17760 |       126907 |           109628 |
| www.incometax.gov.in_iec_foportal_help_how-to-change-e-filing-password.txt                                                                              |      655 |    10058 |        72149 |            62398 |
| incometaxindia.gov.in_Pages_tax-services_view-default-summary.aspx.txt                                                                                  |      871 |     9178 |        69621 |            60786 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_tax-slabs-for-me.txt                                                             |      608 |     9928 |        70708 |            61052 |
| incometaxindia.gov.in_Pages_charts-and-tables.aspx?c=15.txt                                                                                             |     1093 |    14423 |       106489 |            92531 |
| www.incometax.gov.in_iec_foportal_help_how-to-e-verify-your-e-filing-return.txt                                                                         |      967 |    14911 |       101754 |            87408 |
| www.incometax.gov.in_iec_foportal_downloads_income-tax-forms_read-general-instructions.txt                                                              |      691 |     9871 |        71199 |            61672 |
| www.incometax.gov.in_iec_foportal_help_know-payment-status-faq.txt                                                                                      |      616 |    14157 |        94231 |            80367 |
| incometaxindia.gov.in_Pages_downloads_income-tax-return.aspx?c=6.txt                                                                                    |     1084 |    13886 |        99993 |            86576 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form_form-10BB-faq.txt                                                        |     1337 |    17395 |       119196 |           102730 |
| www.incometax.gov.in_iec_foportal_help_RegisterasLegalHeirUserManual.txt                                                                                |      711 |    13986 |        95010 |            81411 |
| incometaxindia.gov.in_Pages_international-taxation_transfer-pricing.aspx.txt                                                                            |     1074 |    14730 |       108776 |            94519 |
| www.incometax.gov.in_iec_foportal_help_how-to-register-e-filing.txt                                                                                     |      660 |    10799 |        76899 |            66418 |
| incometaxindia.gov.in_Pages_i-am_aop.aspx.txt                                                                                                           |     1005 |    11768 |        87539 |            76215 |
| incometaxindia.gov.in_Pages_yearly-deadlines.aspx?yfmv=2025.txt                                                                                         |     1178 |    15875 |       112751 |            97451 |
| www.incometax.gov.in_iec_foportal_help_respond-to-e-proceedings.txt                                                                                     |      942 |    12795 |        89814 |            77545 |
| incometaxindia.gov.in_Pages_downloads_income-tax-return.aspx?c=2.txt                                                                                    |     1100 |    14095 |       101233 |            87619 |
| www.incometax.gov.in_iec_foportal_help_how-to-verify-bulk-pan-tan.txt                                                                                   |      668 |    11544 |        80587 |            69357 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+intimation+under+section+143&c=16.txt                                                                   |     1062 |    12519 |        92246 |            80164 |
| www.incometax.gov.in_iec_foportal_help_e-filing-vault-higher-security-faq.txt                                                                           |      612 |    13661 |        92825 |            79449 |
| incometaxindia.gov.in_Pages_eoi_circulars-notifications.aspx.txt                                                                                        |      902 |     8032 |        63448 |            55768 |
| incometaxindia.gov.in_Pages_dispute-resolution-scheme.aspx.txt                                                                                          |      880 |     9537 |        76577 |            67402 |
| incometaxindia.gov.in_Pages_ids_karnataka-goa-cca.aspx.txt                                                                                              |      858 |     8130 |        62314 |            54442 |
| www.incometax.gov.in_iec_foportal_help_how-to-file-itr4-form-sugam.txt                                                                                  |     1070 |    18962 |       123326 |           105019 |
| incometaxindia.gov.in_Pages_charts-and-tables.aspx?c=6.txt                                                                                              |     1136 |    17760 |       126907 |           109628 |
| incometaxindia.gov.in_Pages_website-policies.aspx.txt                                                                                                   |     1034 |    12972 |        95545 |            83028 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form_form26q-um.txt                                                           |      639 |     9399 |        69142 |            60034 |
| incometaxindia.gov.in_Pages_downloads_income-tax-return.aspx?c=13.txt                                                                                   |     1092 |    14030 |       100756 |            87201 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form15cb-faq.txt                                                                    |      638 |    13218 |        88971 |            76068 |
| incometaxindia.gov.in_Pages_utilities_index.aspx?c=2.txt                                                                                                |     1093 |    15144 |       112150 |            97504 |
| www.incometax.gov.in_iec_foportal_help_income-tax-form-upload-faq.txt                                                                                   |      603 |    10839 |        76736 |            66175 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form67-faq.txt                                                                      |      610 |    11275 |        77259 |            66271 |
| incometaxindia.gov.in_Pages_international-taxation.aspx.txt                                                                                             |     1071 |    14116 |       104582 |            90934 |
| incometaxindia.gov.in_Pages_rules_black-money-undisclosed-tax-rules.aspx.txt                                                                            |     1126 |    14751 |       108176 |            93908 |
| incometaxindia.gov.in_Pages_tax-services_statement-and-challan-status.aspx.txt                                                                          |      872 |     9132 |        69141 |            60353 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+interest+under+section+234A%2c+234B%2c+234C+and+234D&c=5.txt                                            |     1062 |    12551 |        92414 |            80300 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+interest+under+section+234A%2c+234B%2c+234C+and+234D&c=4.txt                                            |     1062 |    12551 |        92406 |            80292 |
| incometaxindia.gov.in_Pages_tps_latest-updates.aspx.txt                                                                                                 |      972 |     8790 |        67927 |            59517 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-forms_form-15ca-faq.txt                                                                  |      676 |    15562 |       102419 |            87203 |
| www.incometax.gov.in_iec_foportal_help_respond-to-e-proceedings-faq.txt                                                                                 |      640 |    23872 |       152694 |           129137 |
| incometaxindia.gov.in_Pages_disclaimer.aspx.txt                                                                                                         |     1034 |    12993 |        94926 |            82367 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_non-resident_tax-slabs-for-me.txt                                                |      593 |     9043 |        65886 |            57113 |
| incometaxindia.gov.in_Pages_utilities_index.aspx?c=3.txt                                                                                                |     1093 |    15144 |       112150 |            97504 |
| www.incometax.gov.in_iec_foportal_help_how-to-register-e-filing-faq.txt                                                                                 |      598 |    10850 |        77054 |            66479 |
| www.incometax.gov.in_iec_foportal_help_how-to-verify-pan.txt                                                                                            |      650 |    10487 |        73910 |            63729 |
| incometaxindia.gov.in_Pages_income-from-house-property.aspx?k=Deemed%20let-out%20house%20property.txt                                                   |      895 |     8572 |        67600 |            59396 |
| www.incometax.gov.in_iec_foportal_help_how-to-authorize-signatory.txt                                                                                   |      754 |    12314 |        85466 |            73546 |
| incometaxindia.gov.in_Pages_charts-and-tables.aspx?c=7.txt                                                                                              |     1135 |    16898 |       122185 |           105768 |
| incometaxindia.gov.in_Pages_tax-services_online-corrections-tds-statements.aspx.txt                                                                     |      871 |     9024 |        69433 |            60752 |
| incometaxindia.gov.in_Pages_utilities_Agriculture-Land-in-Urban-area2014.aspx.txt                                                                       |     1066 |    12719 |        93616 |            81364 |
| www.incometax.gov.in_iec_foportal_help_e-PayTax-faqs.txt                                                                                                |     2980 |    38954 |       248708 |           211970 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs%20on%20Tax%20Audit.txt                                                                                     |     1062 |    12855 |        94685 |            82268 |
| incometaxindia.gov.in_Pages_hyperlinking-policy.aspx.txt                                                                                                |     1034 |    16360 |       116753 |           100850 |
| www.incometax.gov.in_iec_foportal_help_company_return-applicable.txt                                                                                    |     2321 |    27948 |       180925 |           154687 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_non-resident_how-to-file-tax-returns.txt                                         |      601 |     9197 |        67237 |            58315 |
| www.incometax.gov.in_iec_foportal_help_ca_registration.txt                                                                                              |      653 |     9362 |        68111 |            59055 |
| incometaxindia.gov.in_Pages_tps_ask-centers.aspx.txt                                                                                                    |      948 |    15534 |       113766 |            98217 |
| www.incometax.gov.in_iec_foportal_downloads_itd-mobile-app.txt                                                                                          |      617 |     8897 |        65516 |            56901 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_how-to-file-tax-returns.txt                                                      |      603 |     9076 |        66499 |            57698 |
| incometaxindia.gov.in_Pages_downloads_income-tax-return.aspx?c=3.txt                                                                                    |     1086 |    13859 |       100007 |            86618 |
| incometaxindia.gov.in_Pages_tax-services_file-income-tax-return.aspx.txt                                                                                |      974 |    13433 |        93754 |            80715 |
| www.incometax.gov.in_iec_foportal_help_verify-service-request.txt                                                                                       |      687 |    11763 |        83627 |            72201 |
| incometaxindia.gov.in_Pages_i-am_domestic-company.aspx.txt                                                                                              |     1179 |    16959 |       121952 |           105543 |
| www.incometax.gov.in_iec_foportal_help_e-filing-use-dashboard-and-worklist-external-agency-faq.txt                                                      |      613 |    12263 |        83619 |            71646 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+filing+the+return+of+income&c=15.txt                                                                    |     1062 |    12527 |        92246 |            80156 |
| incometaxindia.gov.in_Pages_eoi_automatic-exchange-of-information.aspx.txt                                                                              |      895 |    17371 |       123842 |           106817 |
| incometaxindia.gov.in_Pages_downloads_income-tax-return.aspx?c=1.txt                                                                                    |     1108 |    14324 |       102613 |            88776 |
| incometaxindia.gov.in_Pages_atoz-index.aspx.txt                                                                                                         |     1001 |    12119 |        89112 |            77387 |
| www.incometax.gov.in_iec_foportal_help_work-with-eri-faq.txt                                                                                            |      587 |    11844 |        81436 |            69877 |
| www.incometax.gov.in_iec_foportal_help_register-for-efiling-external-agency-faq.txt                                                                     |      602 |    11223 |        79521 |            68577 |
| www.incometax.gov.in_iec_foportal_downloads_challans.txt                                                                                                |      611 |     9034 |        66725 |            57975 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs%20on%20Income%20from%20house%20property.txt                                                                |     1062 |    12871 |        94821 |            82388 |
| incometaxindia.gov.in_Pages_help.aspx.txt                                                                                                               |     1071 |    13922 |       102939 |            89499 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_managing-partners_perform-eri-data-transmission-testing_um.txt                      |      593 |     8988 |        65721 |            57003 |
| incometaxindia.gov.in_Pages_i-am_non-resident.aspx?k=Introduction.txt                                                                                   |     1188 |    17317 |       127049 |           110289 |
| www.incometax.gov.in_iec_foportal_help_ChallanCorrectionRequest-UserManual.txt                                                                          |      885 |    12996 |        91601 |            79145 |
| incometaxindia.gov.in_Pages_charts-and-tables.aspx?c=5.txt                                                                                              |     1136 |    17760 |       126907 |           109628 |
| incometaxindia.gov.in_Pages_tps_mobile-app.aspx.txt                                                                                                     |      782 |     7185 |        53340 |            46464 |
| incometaxindia.gov.in_Pages_downloads_other.aspx.txt                                                                                                    |     1080 |    14279 |       104656 |            90868 |
| www.incometax.gov.in_iec_foportal_help_identification-and-generation-of-applicable-itr-individual.txt                                                   |      728 |    19377 |       125760 |           106767 |
| incometaxindia.gov.in_Pages_utilities_index.aspx?c=1.txt                                                                                                |     1093 |    15144 |       112150 |            97504 |
| incometaxindia.gov.in_Pages_tax-services_application-ain-allotment.aspx.txt                                                                             |      885 |    11308 |        81705 |            70753 |
| incometaxindia.gov.in_Pages_budget-and-bills_finance-bill.aspx.txt                                                                                      |     1065 |    16254 |       114505 |            98706 |
| incometaxindia.gov.in_Pages_new-initiatives.aspx.txt                                                                                                    |      871 |    10229 |        76830 |            66962 |
| www.incometax.gov.in_iec_foportal_help_register-for-efiling-company.txt                                                                                 |      670 |    10735 |        76714 |            66300 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+interest+under+section+234A%2c+234B%2c+234C+and+234D&c=6.txt                                            |     1062 |    12551 |        92414 |            80300 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=General%20FAQs.txt                                                                                              |     1062 |    12839 |        94653 |            82252 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=13.txt                                                        |     1059 |    12414 |        91685 |            79721 |
| www.incometax.gov.in_iec_foportal_help_mobile-app-faqs.txt                                                                                              |     1078 |    33610 |       207032 |           174165 |
| incometaxindia.gov.in_Pages_utilities_index.aspx?c=0.txt                                                                                                |     1093 |    15144 |       112150 |            97504 |
| incometaxindia.gov.in_Pages_acts_index.aspx.txt                                                                                                         |     1412 |    25007 |       199181 |           174877 |
| incometaxindia.gov.in_Pages_tax-services_online-26AS-e-filing-website.aspx.txt                                                                          |      880 |     8752 |        66648 |            58224 |
| incometaxindia.gov.in_Pages_communications_circulars.aspx.txt                                                                                           |     1146 |    15648 |       111413 |            96273 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form3cb-3cd-um.txt                                                                  |      792 |    16606 |       108478 |            92314 |
| incometaxindia.gov.in_Pages_utilities_zero-coupon-bond.aspx.txt                                                                                         |     1115 |    14499 |       103882 |            89775 |
| incometaxindia.gov.in_Pages_charts-and-tables.aspx?c=4.txt                                                                                              |     1136 |    17760 |       126923 |           109644 |
| incometaxindia.gov.in_Pages_downloads_most-used-forms.aspx.txt                                                                                          |     1179 |    20929 |       141268 |           120899 |
| incometaxindia.gov.in_Pages_ids_up-east-cca.aspx.txt                                                                                                    |      855 |     8010 |        60850 |            53098 |
| incometaxindia.gov.in_Pages_acts_black-money-undisclosed-income-act.aspx.txt                                                                            |     1235 |    44217 |       315450 |           271709 |
| incometaxindia.gov.in_Pages_downloads_other-forms.aspx?c=13.txt                                                                                         |     1090 |    17153 |       121497 |           104637 |
| incometaxindia.gov.in_Pages_terms-and-conditions.aspx.txt                                                                                               |     1040 |    15720 |       112087 |            96823 |
| www.incometax.gov.in_iec_foportal_help_make-payment-online-faq.txt                                                                                      |      617 |    13133 |        89363 |            76524 |
| incometaxindia.gov.in_Pages_charts-and-tables.aspx.txt                                                                                                  |     1137 |    17830 |       127429 |           110080 |
| incometaxindia.gov.in_Pages_charts-and-tables.aspx?c=13.txt                                                                                             |     1136 |    17760 |       126923 |           109644 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form_form52a-faq.txt                                                          |     1257 |    34511 |       217034 |           183410 |
| incometaxindia.gov.in_Pages_downloads_income-tax-return.aspx?c=0.txt                                                                                    |     1116 |    14363 |       102997 |            89127 |
| incometaxindia.gov.in_Pages_publicity-campaign.aspx.txt                                                                                                 |      941 |    10007 |        74753 |            65102 |
| incometaxindia.gov.in_Pages_tax-services_apply-for-pan.aspx.txt                                                                                         |      882 |    12169 |        88538 |            76718 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form_form3cb-3cd-faq.txt                                                      |      657 |    12203 |        84347 |            72453 |
| www.incometax.gov.in_iec_foportal_help_e-filing-verify-pan-faq.txt                                                                                      |      606 |    11127 |        76721 |            65876 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_statutory-form_file-statutory-form_Form-10B_10BB-Webinar-PPT-27.10.23-faq.txt       |      598 |     8827 |        65077 |            56523 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=2.txt                                                         |     1059 |    12414 |        91685 |            79721 |
| www.incometax.gov.in_iec_foportal_help_form15ca.txt                                                                                                     |      762 |    14674 |        98833 |            84567 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer.txt                                                                                         |      639 |     9102 |        67778 |            58967 |
| incometaxindia.gov.in_Pages_report-phishing.aspx.txt                                                                                                    |     1059 |    13690 |       100110 |            86885 |
| incometaxindia.gov.in_Pages_tax-services_status-of-tds-statement.aspx.txt                                                                               |      876 |     9042 |        68220 |            59509 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+in+respect+of+filling-up+of+the+Income-tax+return+forms+for+Assessment+Year+2024-25&c=15.txt               |     1059 |    12414 |        91685 |            79721 |
| incometaxindia.gov.in_Pages_downloads_challans.aspx.txt                                                                                                 |     1120 |    18329 |       127257 |           109414 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form29b-um.txt                                                                      |      751 |    13847 |        92532 |            79059 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_Managing-your-Account_Register-as-Legal-Heir.txt                                    |     1474 |    18934 |       128825 |           110967 |
| www.incometax.gov.in_iec_foportal_help_work-with-ca-faq.txt                                                                                             |      583 |    11419 |        78449 |            67310 |
| incometaxindia.gov.in_Pages_rules_index.aspx.txt                                                                                                        |     1348 |    16806 |       139409 |           123240 |
| incometaxindia.gov.in_Pages_contact-us.aspx.txt                                                                                                         |     1032 |    13120 |        96804 |            84142 |
| incometaxindia.gov.in_Pages_ids_north-west-cca.aspx.txt                                                                                                 |      858 |     7966 |        61129 |            53419 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form15cc-um.txt                                                                     |      706 |    15300 |       103360 |            88410 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_senior-and-super-senior-citizens_how-to-file-tax-returns.txt                     |      603 |     9076 |        66499 |            57698 |
| www.incometax.gov.in_iec_foportal_help_upload-form-bb.txt                                                                                               |      654 |    11184 |        78455 |            67574 |
| www.incometax.gov.in_iec_foportal_help_register-for-efiling-external-agency.txt                                                                         |      686 |    11760 |        83564 |            72142 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs%20on%20Salary%20Income.txt                                                                                 |     1062 |    12855 |        94725 |            82308 |
| incometaxindia.gov.in_Pages_tax-services_change-your-tan-data.aspx.txt                                                                                  |      894 |    10855 |        78488 |            67985 |
| incometaxindia.gov.in_Pages_international-taxation_dtaa.aspx.txt                                                                                        |      954 |    17360 |       133482 |           116501 |
| www.incometax.gov.in_iec_foportal_help_upload-form-bb-faq.txt                                                                                           |      610 |     9396 |        67495 |            58373 |
| www.incometax.gov.in_iec_foportal_help_iec_foportal_help_company_how-to-file-returns.txt                                                                |      601 |     9505 |        69374 |            60146 |
| incometaxindia.gov.in_Pages_tps_tax-gyan.aspx.txt                                                                                                       |      787 |     6164 |        48379 |            42521 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=15.txt                                                                                               |     1120 |    17627 |       124102 |           106910 |
| incometaxindia.gov.in_Pages_tps_trp-activate.aspx.txt                                                                                                   |      751 |     6058 |        47799 |            42027 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_non-company.txt                                                                             |      692 |    10337 |        75277 |            65261 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form_form24q-faq.txt                                                          |      639 |     9399 |        69164 |            60056 |
| incometaxindia.gov.in_Pages_downloads_other-forms.aspx?c=6.txt                                                                                          |     1114 |    18408 |       129742 |           111600 |
| incometaxindia.gov.in_Pages_ids_rajasthan-cca.aspx.txt                                                                                                  |      857 |     7732 |        59551 |            52075 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=3.txt                                                         |     1059 |    12414 |        91685 |            79721 |
| incometaxindia.gov.in_Pages_utilities_Interest-on-Securities.aspx.txt                                                                                   |     1129 |    17863 |       125260 |           107794 |
| www.incometax.gov.in_iec_foportal_downloads_dsc-management-utility.txt                                                                                  |      621 |     9133 |        67438 |            58597 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=1.txt                                                         |     1059 |    12414 |        91685 |            79721 |
| www.incometax.gov.in_iec_foportal_help_new-tax-vs-old-tax-regime-faqs.txt                                                                               |      870 |    35329 |       211606 |           176792 |
| incometaxindia.gov.in_Pages_tax-services_online-pan-verification.aspx.txt                                                                               |      910 |     9421 |        72157 |            63085 |
| incometaxindia.gov.in_Pages_ids_kerala-cca.aspx.txt                                                                                                     |      858 |     7695 |        59625 |            52186 |
| incometaxindia.gov.in_Pages_downloads_other-forms.aspx?c=4.txt                                                                                          |     1090 |    17201 |       121805 |           104897 |
| www.incometax.gov.in_iec_foportal_help_how-to-file-itr1-form-sahaj.txt                                                                                  |     1120 |    16681 |       111655 |            95698 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_tax-professionals-and-others.txt                                                            |      700 |     9700 |        72939 |            63564 |
| www.incometax.gov.in_iec_foportal_help_e-filing-generate-static-password-faq.txt                                                                        |      637 |    16908 |       112097 |            95503 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_filing-your-return_upload-wealth-tax-return_faq.txt                                 |      593 |     8966 |        65457 |            56761 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form3ca-3cd-um.txt                                                                  |      777 |    16675 |       108971 |            92715 |
| www.incometax.gov.in_iec_foportal_help_how-to-create-e-filing-challan-faq.txt                                                                           |      638 |    13668 |        92297 |            78944 |
| incometaxindia.gov.in_Pages_tan-tds.aspx.txt                                                                                                            |     1082 |    15519 |       111277 |            96244 |
| www.incometax.gov.in_iec_foportal_help_tin.2.0.registration-faq.txt                                                                                     |      613 |    13022 |        90944 |            78212 |
| www.incometax.gov.in_iec_foportal_help_taxdeductor_servicesavailable.txt                                                                                |      600 |     8911 |        65601 |            56966 |
| www.incometax.gov.in_iec_foportal_help_offline-utility-faq.txt                                                                                          |      621 |    15715 |       103678 |            88261 |
| incometaxindia.gov.in_Pages_tps_jurisdictional-offices.aspx.txt                                                                                         |     1059 |    24502 |       193831 |           169787 |
| www.incometax.gov.in_iec_foportal_help_how-to-link-aadhaar.txt                                                                                          |      984 |    17644 |       115684 |            98657 |
| incometaxindia.gov.in_Pages_i-am_tax-collector.aspx.txt                                                                                                 |      977 |    10589 |        79170 |            69007 |
| www.incometax.gov.in_iec_foportal_help_aop_how-to-file-tax-returns.txt                                                                                  |      599 |     9318 |        67999 |            58956 |
| incometaxindia.gov.in_Pages_i-am_firm.aspx.txt                                                                                                          |     1177 |    16797 |       120467 |           104219 |
| incometaxindia.gov.in_Pages_task-force-on-direct-taxes.aspx.txt                                                                                         |      873 |     9554 |        77630 |            68432 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=16.txt                                                                                               |     1140 |    18299 |       127308 |           109383 |
| www.incometax.gov.in_iec_foportal_help_e-filing-e-verify-your-return-faq.txt                                                                            |      663 |    14487 |        99667 |            85506 |
| www.incometax.gov.in_iec_foportal_help_taxdeductor_registration.txt                                                                                     |      668 |    10217 |        73355 |            63462 |
| incometaxindia.gov.in_Pages_downloads_other-forms.aspx?c=5.txt                                                                                          |     1090 |    17073 |       120937 |           104157 |
| www.incometax.gov.in_iec_foportal_help_viewclientdetailsbyERIs.txt                                                                                      |     2092 |    26495 |       167408 |           142590 |
| incometaxindia.gov.in_Pages_utilities_Notified-Mutual-Fund.aspx.txt                                                                                     |     1115 |    15690 |       111586 |            96286 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=0.txt                                                         |     1059 |    12414 |        91685 |            79721 |
| www.incometax.gov.in_iec_foportal_help_how-to-view-rectification-status.txt                                                                             |      644 |    11119 |        80034 |            69213 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=4.txt                                                         |     1059 |    12414 |        91685 |            79721 |
| incometaxindia.gov.in_Pages_sitemap.aspx.txt                                                                                                            |     1170 |    14650 |       109541 |            95404 |
| incometaxindia.gov.in_Pages_downloads_other-forms.aspx?c=1.txt                                                                                          |     1090 |    17201 |       121865 |           104957 |
| www.incometax.gov.in_iec_foportal_help_e-filing-itr2-form-faq.txt                                                                                       |      660 |    24231 |       153671 |           129777 |
| incometaxindia.gov.in_Pages_communications_notifications.aspx?c=20.txt                                                                                  |     1159 |    15472 |       110156 |            95106 |
| incometaxindia.gov.in_Pages_tax-services_form27D-download.aspx.txt                                                                                      |      875 |     9286 |        69695 |            60756 |
| www.incometax.gov.in_iec_foportal_help_view-and-submit-compliance.txt                                                                                   |      652 |    11057 |        80601 |            69874 |
| incometaxindia.gov.in_Pages_about-us_index.aspx.txt                                                                                                     |     1155 |    14888 |       113949 |            99591 |
| incometaxindia.gov.in_Pages_tax-services_form-16A-download-deductor.aspx.txt                                                                            |      876 |     9236 |        68861 |            59973 |
| incometaxindia.gov.in_Pages_tax-information-services.aspx.txt                                                                                           |     1154 |    13192 |        98945 |            86264 |
| www.incometax.gov.in_iec_foportal_help_how-to-manage-itdrein.txt                                                                                        |      737 |    13144 |        91136 |            78377 |
